Time_ms,TC1_C,TC2_C,TC3_C,TC4_C,TC5_C
248500,29.25,34.50,36.25,36.00,34.75
249000,29.25,34.50,36.25,35.75,34.75
249500,29.25,34.50,36.25,36.00,34.75
250000,29.25,34.50,36.25,36.00,34.75
250500,29.25,34.50,36.25,36.00,34.75
251000,29.25,34.50,36.25,36.00,34.75
251500,29.25,34.50,36.25,35.75,34.75
252000,29.25,34.50,36.25,36.00,34.75
252500,29.25,34.50,36.25,36.00,34.75
253000,29.25,34.50,36.25,35.75,34.75
253500,29.25,34.50,36.25,36.00,34.75
254000,29.25,34.50,36.25,35.75,34.75
254500,29.25,34.50,36.25,35.75,34.75
255000,29.25,34.50,36.25,35.75,34.75
255500,29.25,34.50,36.25,36.00,34.75
256000,29.25,34.50,36.25,36.00,34.75
256500,29.25,34.50,36.25,36.00,34.75
257000,29.25,34.50,36.00,36.00,34.75
257500,29.25,34.50,36.25,36.00,34.75
258000,29.25,34.50,36.25,35.75,34.75
258500,29.25,34.50,36.25,35.75,34.75
259000,29.25,34.50,36.25,35.75,34.75
259500,29.25,34.50,36.25,36.00,34.75
260000,29.25,34.50,36.25,36.00,34.75
260500,29.25,34.50,36.25,36.00,34.75
261000,29.25,34.50,36.25,36.00,34.75
261500,29.25,34.50,36.25,36.00,34.75
262000,29.25,34.50,36.25,36.00,34.75
262500,29.25,34.50,36.25,35.75,34.75
263000,29.25,34.50,36.25,36.00,34.75
263500,29.25,34.50,36.25,35.75,34.75
264000,29.25,34.50,36.25,35.75,34.75
264500,29.25,34.50,36.25,35.75,34.75
265000,29.25,34.50,36.25,35.75,34.75
265500,29.25,34.50,36.25,36.00,34.75
266000,29.25,34.50,36.25,35.75,34.75
266500,29.25,34.50,36.25,35.75,34.75
267000,29.25,34.50,36.25,36.00,34.75
267500,29.25,34.50,36.00,35.75,34.75
268000,29.25,34.50,36.25,36.00,34.75
268500,29.00,34.50,36.25,35.75,34.75
269000,29.25,34.50,36.25,35.75,34.75
269500,29.25,34.50,36.25,35.75,34.75
270000,29.25,34.50,36.00,35.75,34.75
270500,29.25,34.50,36.25,35.75,34.75
271000,29.25,34.50,36.00,36.00,34.75
271500,29.00,34.50,36.00,35.75,34.50
272000,29.25,34.50,36.25,36.00,34.75
